 ;Label;Area;Perim.;Major;Minor;Angle;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity;Group;AR2;Equivalent Diameter;Circ sqrt
377;210902_#6_100_10_1um_i004.tif:0083-2135;1667.389;328.334;66.614;31.87;122.575;0.194;80.682;2125;71;135;55.734;2.09;0.478;0.559;0;0.690786049;46.07586799;0.440866948
378;210902_#6_100_10_1um_i004.tif:0032-1784;1310.531;352.64;94.948;17.574;103.787;0.132;115.308;1776;10;108.825;31.005;5.403;0.185;0.468;0;0.268888542;40.84874409;0.363912529
378;210902_#4_100_30_1um_i002.tif:0191-2503;6564.959;1044.489;161.186;51.858;168.978;0.076;249.679;2456;173;159.044;90.97;3.108;0.322;0.386;0;0.364347823;91.42628401;0.274990107
379;210902_#6_100_10_1um_i004.tif:0698-2445;1790.443;442.392;77.398;29.454;129.126;0.115;101.82;2436;680;124.077;49.913;2.628;0.381;0.446;0;0.490208211;47.74581479;0.339061061
379;210902_#4_100_30_1um_i002.tif:0402-2400;1427.433;286.342;51.119;35.554;166.067;0.219;69.098;2387;398;158.962;46.591;1.438;0.696;0.618;0;0.674274219;42.63172695;0.467732712
380;210902_#6_100_10_1um_i004.tif:0701-2392;553.745;181.457;34.424;20.481;112.27;0.211;43.954;2389;693;106.39;27.637;1.681;0.595;0.562;0;0.628770988;26.55277823;0.45971229
380;210902_#4_100_30_1um_i002.tif:0379-2461;1365.905;257.427;73.73;23.588;50.212;0.259;86.816;2449;393;53.13;35.496;3.126;0.32;0.536;0;0.408864725;41.70280878;0.508933553
381;210902_#6_100_10_1um_i004.tif:0901-2279;110.749;52.017;20.503;6.877;56.121;0.514;21.338;2277;905;54.462;9.359;2.981;0.335;0.643;0;0.43860718;11.87476342;0.717182258
381;210902_#4_100_30_1um_i002.tif:0359-2401;246.109;65.447;23.161;13.529;10.591;0.722;25.897;2396;362;16.699;17.257;1.712;0.584;0.784;0;0.666370622;17.70185615;0.849726057
382;210902_#6_100_10_1um_i004.tif:1739-2435;2036.552;546.675;71.572;36.23;141.097;0.086;105.966;2415;1732;163.686;55.725;1.976;0.506;0.429;0;0.525876224;50.92169028;0.292633115
382;210902_#4_100_30_1um_i002.tif:0368-2346;836.771;184.363;42.088;25.314;148.683;0.309;52.326;2336;368;174.56;37.227;1.663;0.601;0.561;0;0.711443642;32.64061775;0.556204471
383;210902_#6_100_10_1um_i004.tif:1732-2380;941.367;204.809;51.107;23.452;117.061;0.282;61.614;2372;1723;130.101;32.743;2.179;0.459;0.636;0;0.53142143;34.62059633;0.531049959
383;210902_#4_100_30_1um_i002.tif:0166-2186;2221.134;309.092;60.378;46.839;65.934;0.292;74;2175;178;39.56;57.037;1.289;0.776;0.681;0;0.77077027;53.17927832;0.540511013
384;210902_#6_100_10_1um_i004.tif:1088-0640;726.022;244.247;39.084;23.651;114.879;0.153;56.672;638;1078;113.199;35.079;1.653;0.605;0.505;0;0.618982919;30.40394581;0.391066473
384;210902_#4_100_30_1um_i002.tif:1615-1764;1802.749;310.897;63.74;36.011;14.524;0.234;88.64;1747;1626;17.928;51.652;1.77;0.565;0.572;0;0.582716606;47.90961611;0.484123353
385;210902_#6_100_10_1um_i004.tif:0628-1124;879.84;169.73;53.281;21.025;102.985;0.384;62.21;1119;617;113.499;30.665;2.534;0.395;0.633;0;0.492927182;33.47009234;0.619509787
385;210902_#4_100_30_1um_i002.tif:1333-1942;1427.433;236.629;58.28;31.185;40.168;0.32;72.317;1928;1340;22.166;44.715;1.869;0.535;0.605;0;0.618319344;42.63172695;0.565997913
386;210902_#6_100_10_1um_i004.tif:0135-0727;1919.651;359.157;97.701;25.017;102.101;0.187;107.465;718;115;108.853;39.812;3.905;0.256;0.517;0;0.370464802;49.438604;0.432445853
386;210902_#4_100_30_1um_i002.tif:1355-1654;1808.902;309.444;63.37;36.345;37.258;0.237;84.19;1641;1366;45;50.651;1.744;0.574;0.597;0;0.601627272;47.99130712;0.487225921
387;210902_#6_100_10_1um_i004.tif:0251-0576;1704.305;355.296;52.249;41.532;52.349;0.17;75.563;574;265;66.801;56.081;1.258;0.795;0.564;0;0.742175403;46.5831356;0.411896662
387;210902_#4_100_30_1um_i002.tif:1355-1564;1661.236;299.17;56.494;37.44;24.421;0.233;73.75;1551;1363;19.654;52.941;1.509;0.663;0.568;0;0.717844068;45.99077482;0.482950431
388;210902_#4_100_30_1um_i002.tif:1182-1615;1039.811;296.866;55.379;23.907;147.738;0.148;74.414;1604;1173;143.13;41.847;2.316;0.432;0.493;0;0.562353858;36.38582807;0.385054032
389;210902_#4_100_30_1um_i002.tif:1361-0677;1427.433;253.919;45.49;39.953;170.485;0.278;59.995;665;1363;7.125;48.322;1.139;0.878;0.685;0;0.805433786;42.63172695;0.527457655
390;210902_#4_100_30_1um_i002.tif:1431-0848;1993.483;344.171;83.819;30.282;147.934;0.211;100.359;834;1420;140.013;41.234;2.768;0.361;0.593;0;0.410864995;50.38036708;0.459871956
391;210902_#4_100_30_1um_i002.tif:1433-0611;572.204;123.276;36.199;20.126;154.672;0.473;41.283;604;1431;147.265;27.2;1.799;0.556;0.691;0;0.658866846;26.99171652;0.687862831
392;210902_#4_100_30_1um_i002.tif:1672-2474;1538.182;270.006;65.143;30.064;164.153;0.265;74;2460;1677;13.57;42.548;2.167;0.462;0.601;0;0.574972973;44.25465116;0.514914806
393;210902_#4_100_30_1um_i002.tif:1599-2511;412.233;92.306;31.734;16.54;12.893;0.608;34.46;2506;1603;30.256;20.818;1.919;0.521;0.736;0;0.60412072;22.91007109;0.779733831
394;210902_#4_100_30_1um_i002.tif:1100-2418;3660.872;475.313;92.337;50.48;102.833;0.204;119.321;2417;1077;110.695;83.539;1.829;0.547;0.532;0;0.700119845;68.27273979;0.451250308
395;210902_#4_100_30_1um_i002.tif:0937-2546;3107.127;330.741;75.764;52.216;48.743;0.357;102.152;2539;955;60.945;62.228;1.451;0.689;0.765;0;0.609170648;62.8976706;0.597442893
396;210902_#4_100_30_1um_i002.tif:0976-2440;2184.218;588.77;61.73;45.052;10.353;0.079;95.426;2421;968;171.027;80.984;1.37;0.73;0.382;0;0.848657599;52.73549784;0.281389087
397;210902_#4_100_30_1um_i002.tif:0975-2500;2491.854;384.563;91.33;34.739;48.053;0.212;102.272;2487;992;50.906;48.719;2.629;0.38;0.631;0;0.476366943;56.32696559;0.460149264
398;210902_#6_100_10_1um_i004.tif:0157-1667;959.825;178.551;59.057;20.693;53.92;0.378;63.531;1660;169;51.34;25.663;2.854;0.35;0.716;0;0.403944531;34.95836303;0.615090011
398;210902_#4_100_30_1um_i002.tif:1668-2252;1679.694;268.802;57.077;37.47;37.509;0.292;70.508;2240;1678;50.711;51.272;1.523;0.656;0.682;0;0.727179894;46.24557086;0.540489824
399;210902_#6_100_10_1um_i004.tif:0353-1741;307.636;77.423;26.512;14.774;90.465;0.645;28.282;1739;359;74.745;17.363;1.794;0.557;0.806;0;0.613924051;19.7912688;0.803070207
399;210902_#4_100_30_1um_i002.tif:1665-2138;5709.73;854.314;138.554;52.469;30.444;0.098;192.648;2104;1685;34.509;85.111;2.641;0.379;0.443;0;0.441795399;85.26343897;0.313541618
400;210902_#6_100_10_1um_i004.tif:0510-1162;732.174;129.44;39.044;23.876;2.059;0.549;42.82;1154;506;169.992;29.228;1.635;0.612;0.791;0;0.682578234;30.5324891;0.74104329
400;210902_#4_100_30_1um_i002.tif:1507-2037;6041.977;880.073;164.319;46.817;19.574;0.098;203.232;1999;1523;19.983;73.066;3.51;0.285;0.536;0;0.359520154;87.70908758;0.313094738
401;210902_#6_100_10_1um_i004.tif:0485-0889;885.993;174.441;40.974;27.532;103.272;0.366;52.56;882;475;109.29;35.275;1.488;0.672;0.704;0;0.671137747;33.58692192;0.604883182
401;210902_#4_100_30_1um_i002.tif:0053-2399;9561.337;1112.593;144.501;84.248;157.81;0.097;184.624;2368;27;149.3;133.922;1.715;0.583;0.538;0;0.725376982;110.3352726;0.311550119
402;210902_#6_100_10_1um_i004.tif:0838-0847;529.134;125.081;42.153;15.983;88.9;0.425;44.717;848;829;93.18;19.844;2.637;0.379;0.702;0;0.443768589;25.95600765;0.651923177
402;210902_#4_100_30_1um_i002.tif:0044-1357;1089.033;271.708;60.894;22.771;18.251;0.185;81.1;1342;53;23.429;36.42;2.674;0.374;0.481;0;0.449075216;37.2370767;0.430549438
403;210902_#6_100_10_1um_i004.tif:1085-1350;1402.822;267.349;75.246;23.737;56.224;0.247;79.414;1340;1098;51.34;35.153;3.17;0.315;0.605;0;0.442654947;42.26261285;0.496623941
403;210902_#4_100_30_1um_i002.tif:0054-1266;541.44;92.908;29.613;23.279;62.12;0.788;32.341;1262;60;57.529;26.142;1.272;0.786;0.884;0;0.8083238;26.25610061;0.887824222
404;210902_#6_100_10_1um_i004.tif:1377-1454;922.909;239.037;50.32;23.352;154.315;0.203;73.289;1441;1375;156.038;34.504;2.155;0.464;0.506;0;0.470793707;34.27950167;0.450525361
404;210902_#4_100_30_1um_i002.tif:1719-1247;787.549;163.316;36.649;27.361;46.266;0.371;53.661;1244;1728;56.31;37.716;1.339;0.747;0.626;0;0.702856823;31.66604696;0.609137014
405;210902_#6_100_10_1um_i004.tif:1466-0351;2584.145;541.113;68.863;47.779;5.077;0.111;89.846;333;1460;173.66;67.925;1.441;0.694;0.587;0;0.756015849;57.36057534;0.333023901
405;210902_#4_100_30_1um_i002.tif:1488-1528;1113.643;248.357;56.952;24.897;147.918;0.227;68.92;1516;1481;149.744;39.55;2.288;0.437;0.617;0;0.573853743;37.65546848;0.476322967
406;210902_#6_100_10_1um_i004.tif:1425-0365;326.095;92.908;27.378;15.165;19.193;0.475;33.738;360;1429;36.027;18.901;1.805;0.554;0.721;0;0.560228822;20.3763846;0.689007407
406;210902_#4_100_30_1um_i002.tif:1569-1916;621.425;155.449;45.468;17.402;51.045;0.323;53.661;1907;1577;33.69;28.519;2.613;0.383;0.571;0;0.531466055;28.12868436;0.568474986
407;210902_#6_100_10_1um_i004.tif:1396-0369;258.415;85.041;35.004;9.4;136.014;0.449;37.207;363;1392;143.13;12.278;3.724;0.269;0.7;0;0.329991668;18.13902415;0.670093543
407;210902_#4_100_30_1um_i002.tif:1402-2045;1021.353;147.229;51.391;25.304;12.562;0.592;53.546;2035;1404;13.392;29.766;2.031;0.492;0.806;0;0.555895865;36.06143409;0.769483841
408;210902_#6_100_10_1um_i004.tif:1549-0437;1402.822;376.344;50.319;35.496;9.029;0.124;82.193;421;1547;5.194;56.713;1.418;0.705;0.42;0;0.689997932;42.26261285;0.352794024
408;210902_#4_100_30_1um_i002.tif:1400-2104;578.356;119.768;30.125;24.444;151.795;0.507;40.379;2096;1404;169.38;32.246;1.232;0.811;0.707;0;0.798583422;27.1364281;0.711806185
409;210902_#6_100_10_1um_i004.tif:1684-0277;1421.28;244.247;53.793;33.641;94.213;0.299;60.556;268;1676;124.992;44.934;1.599;0.625;0.671;0;0.742023912;42.53974495;0.547161481
409;210902_#4_100_30_1um_i002.tif:1493-2536;1082.88;192.23;46.174;29.86;169.265;0.368;59.738;2524;1488;175.236;40.863;1.546;0.647;0.641;0;0.684036961;37.13173357;0.606839627
410;210902_#6_100_10_1um_i004.tif:1761-0359;7672.45;721.718;141.458;69.059;12.777;0.185;163.127;332;1780;28.124;91.777;2.048;0.488;0.68;0;0.562610727;98.8375776;0.430233703
410;210902_#4_100_30_1um_i002.tif:1372-0134;412.233;85.892;29.046;18.07;31.969;0.702;33.738;129;1377;36.027;22.186;1.607;0.622;0.807;0;0.657596775;22.91007109;0.83796059
411;210902_#4_100_30_1um_i002.tif:1307-0038;4774.516;686.639;139.962;43.434;155.127;0.127;168.124;8;1294;158.356;71.671;3.222;0.31;0.5;0;0.426298446;77.96859995;0.356731238
412;210902_#4_100_30_1um_i002.tif:0131-1777;713.716;187.02;54.233;16.756;126.551;0.256;63.386;1771;120;120.579;25.797;3.237;0.309;0.566;0;0.406982614;30.14517266;0.506383558
413;210902_#4_100_30_1um_i002.tif:0080-1929;842.924;138.76;44.124;24.323;168.815;0.55;47.389;1920;81;6.009;29.116;1.814;0.551;0.785;0;0.614404187;32.76040552;0.741711223
414;210902_#4_100_30_1um_i002.tif:0271-1742;1009.047;300.374;56.033;22.928;59.11;0.141;73.75;1731;283;42.274;47.357;2.444;0.409;0.441;0;0.642128814;35.84352861;0.374885197
415;210902_#4_100_30_1um_i002.tif:0155-1694;664.494;138.76;46.291;18.277;10.201;0.434;52.149;1684;154;177.274;19.844;2.533;0.395;0.78;0;0.380525034;29.0871112;0.658546086
416;210902_#4_100_30_1um_i002.tif:0177-1589;713.716;119.768;41.319;21.993;5.262;0.625;48.162;1580;178;11.889;24.805;1.879;0.532;0.82;0;0.515032598;30.14517266;0.790727515
417;210902_#4_100_30_1um_i002.tif:0098-1605;326.095;79.478;32.124;12.925;45.747;0.649;33.738;1600;102;36.027;15.786;2.485;0.402;0.791;0;0.467899698;20.3763846;0.80543421
418;210902_#4_100_30_1um_i002.tif:0052-1284;313.789;82.986;27;14.797;125.946;0.573;30.278;1280;47;124.992;20.306;1.825;0.548;0.739;0;0.670651959;19.98821061;0.756691678
419;210902_#4_100_30_1um_i002.tif:0277-1274;461.454;94.963;31.094;18.896;100.745;0.643;33.279;1272;272;116.565;22.324;1.646;0.608;0.82;0;0.670813426;24.23925496;0.801889844
420;210902_#4_100_30_1um_i002.tif:0378-1543;467.607;113.354;29.962;19.871;139.825;0.457;35.774;1537;373;146.31;24.405;1.508;0.663;0.724;0;0.682199363;24.40032221;0.676252033
421;210902_#4_100_30_1um_i002.tif:0280-1606;3064.058;641.389;103.677;37.629;74.288;0.094;143.375;1589;305;59.886;62.648;2.755;0.363;0.435;0;0.436952049;62.46022585;0.305936938
422;210902_#4_100_30_1um_i002.tif:0494-1430;849.076;191.981;38.764;27.888;3.984;0.289;51.136;1426;502;50.906;38.842;1.39;0.719;0.584;0;0.75958229;32.87973752;0.538046691
423;210902_#4_100_30_1um_i002.tif:0501-1327;307.636;107.542;31.936;12.265;10.567;0.334;37.781;1320;505;23.199;17.229;2.604;0.384;0.613;0;0.456022869;19.7912688;0.578156485
424;210902_#4_100_30_1um_i002.tif:0524-1412;627.578;142.019;38.182;20.927;85.836;0.391;42.459;1411;516;96.71;28.762;1.825;0.548;0.673;0;0.677406439;28.26759854;0.625305627
425;210902_#4_100_30_1um_i002.tif:0706-1375;166.124;48.509;18.899;11.192;150.016;0.887;19.998;1372;704;150.255;13.312;1.689;0.592;0.831;0;0.665666567;14.54357749;0.941886994
426;210902_#4_100_30_1um_i002.tif:0961-1356;233.804;63.994;22.715;13.106;37.108;0.717;25.538;1352;964;29.055;15.786;1.733;0.577;0.776;0;0.618137677;17.25365174;0.847016057
427;210902_#4_100_30_1um_i002.tif:1098-1745;1205.934;187.871;52.383;29.312;107.531;0.429;59.995;1738;1088;119.745;34.766;1.787;0.56;0.754;0;0.579481623;39.18472735;0.655249887
428;210902_#4_100_30_1um_i002.tif:1192-1747;381.469;84.439;25.595;18.977;32.737;0.672;31.766;1743;1196;38.66;19.844;1.349;0.741;0.849;0;0.624693068;22.03863462;0.819957752
429;210902_#4_100_30_1um_i002.tif:1159-2180;153.818;60.486;20.29;9.653;42.842;0.528;24.555;2177;1163;45;14.032;2.102;0.476;0.667;0;0.571451843;13.99454037;0.726864816
430;210902_#4_100_30_1um_i002.tif:1127-2109;283.025;90.604;29.644;12.156;26.004;0.433;33.094;2103;1128;12.995;16.922;2.439;0.41;0.601;0;0.511331359;18.98311413;0.658218312
431;210902_#4_100_30_1um_i002.tif:0937-2048;2325.731;497.315;66.756;44.359;150.228;0.118;97.719;2032;922;156.038;67.264;1.505;0.664;0.442;0;0.68834106;54.41702564;0.343758238
432;210902_#4_100_30_1um_i002.tif:0736-2028;1673.542;342.468;67.226;31.696;39.541;0.179;95.747;2016;752;53.427;49.111;2.121;0.471;0.542;0;0.512924687;46.16080431;0.423451078
433;210902_#4_100_30_1um_i002.tif:0751-2132;332.247;73.314;25.175;16.803;77.849;0.777;26.83;2129;755;56.31;18.65;1.498;0.667;0.837;0;0.695117406;20.56769358;0.881350288
434;210902_#4_100_30_1um_i002.tif:0454-2137;1310.531;220.895;55.039;30.317;161.036;0.338;73.624;2126;445;147.381;38.825;1.815;0.551;0.655;0;0.527341628;40.84874409;0.58095527
435;210902_#4_100_30_1um_i002.tif:0261-2220;1439.738;322.272;81.185;22.58;61.129;0.174;94.29;2211;278;63.435;36.159;3.595;0.278;0.565;0;0.383487114;42.81508327;0.417372751
436;210902_#4_100_30_1um_i002.tif:0073-2015;504.524;135.003;37.18;17.278;122.55;0.348;42.168;2012;66;118.072;21.844;2.152;0.465;0.678;0;0.518023146;25.3452147;0.589796822
437;210902_#4_100_30_1um_i002.tif:0027-2183;196.887;54.923;19.636;12.767;65.517;0.82;21.338;2180;30;54.462;14.438;1.538;0.65;0.821;0;0.676633236;15.83301343;0.905647519
438;210902_#4_100_30_1um_i002.tif:0133-2180;159.971;49.962;17.085;11.922;121.533;0.805;19.373;2177;130;129.806;14.119;1.433;0.698;0.839;0;0.728797811;14.27169938;0.897399342
439;210902_#4_100_30_1um_i002.tif:0195-2176;424.538;96.416;28.512;18.958;108.655;0.574;36.116;2174;188;105.945;23.819;1.504;0.665;0.754;0;0.659513789;23.24948537;0.757554892
440;210902_#4_100_30_1um_i002.tif:0044-0861;1698.153;347.429;85.252;25.362;176.441;0.177;105.237;840;44;171.87;34.593;3.361;0.297;0.624;0;0.328715186;46.49898443;0.420462506
441;210902_#4_100_30_1um_i002.tif:0914-1148;584.509;104.034;31.365;23.727;171.285;0.679;37.944;1141;911;168.69;26.83;1.322;0.756;0.826;0;0.707094666;27.2803954;0.823806542
442;210902_#4_100_30_1um_i002.tif:0907-1352;541.44;141.417;38.681;17.822;140.243;0.34;47.713;1344;902;152.103;22.468;2.17;0.461;0.657;0;0.470898916;26.25610061;0.583281874
443;210902_#4_100_30_1um_i002.tif:1607-0879;590.662;134.401;32.638;23.042;171.138;0.411;38.746;872;1603;140.194;31.592;1.416;0.706;0.671;0;0.815361586;27.42360691;0.641020543
444;210902_#4_100_30_1um_i002.tif:1666-1087;1495.113;201.301;56.066;33.953;89.328;0.464;64.683;1083;1679;85.601;39.864;1.651;0.606;0.789;0;0.616297945;43.63068869;0.680919872
445;210902_#4_100_30_1um_i002.tif:1699-1037;1322.836;249.56;55.449;30.375;142.949;0.267;73.75;1023;1698;160.346;47.703;1.825;0.548;0.586;0;0.646820339;41.04006709;0.516633969
446;210902_#4_100_30_1um_i002.tif:1592-1012;522.982;172.386;37.191;17.904;106.578;0.221;45.738;1011;1583;102.529;24.947;2.077;0.481;0.561;0;0.545432682;25.80467716;0.470268956
447;210902_#4_100_30_1um_i002.tif:1535-1039;566.051;127.385;40.197;17.929;134.007;0.438;43.884;1035;1528;132.709;24.555;2.242;0.446;0.679;0;0.559543342;26.84620118;0.662086026
448;210902_#4_100_30_1um_i002.tif:1508-1028;861.382;206.012;37.578;29.186;24.255;0.255;47.648;1020;1513;38.66;35.61;1.288;0.777;0.668;0;0.747355608;33.11715002;0.505022014
449;210902_#4_100_30_1um_i002.tif:1717-0981;289.178;94.963;32.533;11.318;52.393;0.403;39.996;976;1724;60.255;15.786;2.875;0.348;0.623;0;0.394689469;19.18835233;0.634794464
450;210902_#4_100_30_1um_i002.tif:1747-1133;1285.92;260.333;46.505;35.207;118.645;0.238;67.019;1124;1738;128.991;46.323;1.321;0.757;0.644;0;0.69119205;40.46336856;0.488295458
451;210902_#4_100_30_1um_i002.tif:1702-1325;2190.371;431.869;102.302;27.261;32.915;0.148;121.112;1306;1716;34.992;38.825;3.753;0.266;0.585;0;0.320571042;52.80972425;0.384159645
452;210902_#4_100_30_1um_i002.tif:1677-1539;1685.847;261.185;55.689;38.544;143.272;0.311;71.548;1527;1667;146.31;49.609;1.445;0.692;0.732;0;0.693366691;46.33019606;0.557270148
453;210902_#4_100_30_1um_i002.tif:1506-2158;1242.851;313.554;56.447;28.034;96.565;0.159;80.146;2154;1491;111.801;43.484;2.014;0.497;0.529;0;0.542559828;39.77998292;0.398567718
454;210902_#4_100_30_1um_i002.tif:1633-2229;516.829;99.322;34.886;18.863;52.991;0.658;40.683;2225;1640;52.431;23.945;1.849;0.541;0.808;0;0.588575081;25.65242914;0.811396095
455;210902_#4_100_30_1um_i002.tif:1592-2288;301.484;114.807;28.437;13.499;6.991;0.287;33.738;2282;1595;17.103;17.363;2.107;0.475;0.681;0;0.514642243;19.59237992;0.536128257
456;210902_#4_100_30_1um_i002.tif:1686-2039;2528.771;485.588;98.525;32.679;166.295;0.135;122.526;2019;1674;148.241;51.402;3.015;0.332;0.494;0;0.419519122;56.74267562;0.367106215
457;210902_#4_100_30_1um_i002.tif:1700-1971;116.902;40.891;14.315;10.398;123.42;0.879;17.54;1969;1698;135;12.032;1.377;0.726;0.864;0;0.685974914;12.20017415;0.93732062
458;210902_#4_100_30_1um_i002.tif:1663-1958;196.887;63.994;23.148;10.83;2.949;0.604;25.296;1953;1665;11.31;12.402;2.137;0.468;0.727;0;0.490275142;15.83301343;0.777274099
459;210902_#4_100_30_1um_i002.tif:1583-1846;473.76;100.775;28.401;21.239;37.272;0.586;35.079;1839;1581;8.13;27.285;1.337;0.748;0.748;0;0.777815787;24.5603332;0.765651822
460;210902_#4_100_30_1um_i002.tif:1681-1814;824.465;126.534;37.411;28.06;102.943;0.647;41.58;1809;1673;107.354;31.935;1.333;0.75;0.848;0;0.768037518;32.3997136;0.804421754
461;210902_#4_100_30_1um_i002.tif:1677-2290;239.956;88.549;28.229;10.823;51.312;0.385;31.766;2286;1682;51.34;15.379;2.608;0.383;0.684;0;0.48413398;17.47917241;0.620136192
462;210902_#4_100_30_1um_i002.tif:1661-2308;79.985;30.969;10.549;9.654;120.964;1;12.402;2307;1659;126.87;9.922;1.093;0.915;0.897;0;0.800032253;10.09158387;
463;210902_#4_100_30_1um_i002.tif:1604-2254;984.436;158.957;40.96;30.601;125.168;0.49;49.111;2246;1599;135;37.086;1.339;0.747;0.757;0;0.755146505;35.4037123;0.69971151
464;210902_#4_100_30_1um_i002.tif:1606-2122;381.469;115.409;37.017;13.121;140.403;0.36;40.683;2116;1600;127.569;22.854;2.821;0.354;0.561;0;0.561757982;22.03863462;0.599922126
465;210902_#4_100_30_1um_i002.tif:1363-2219;947.52;203.356;52.304;23.066;146.627;0.288;61.363;2207;1357;165.964;36.414;2.268;0.441;0.609;0;0.593419487;34.7335563;0.536589456
466;210902_#4_100_30_1um_i002.tif:0734-1145;1224.393;249.81;60.992;25.56;99.867;0.247;75.563;1139;720;113.199;37.207;2.386;0.419;0.609;0;0.492397073;39.48348498;0.496541477
467;210902_#4_100_30_1um_i002.tif:1772-0882;196.887;59.884;16.874;14.856;27.609;0.69;22.869;879;1775;40.601;14.883;1.136;0.88;0.831;0;0.650793651;15.83301343;0.830620511
468;210902_#4_100_30_1um_i002.tif:1749-0927;646.036;132.948;41.46;19.84;168.135;0.459;47.389;918;1748;173.991;24.682;2.09;0.479;0.705;0;0.520838169;28.68028212;0.677721843
469;210902_#4_100_30_1um_i002.tif:1580-0369;1802.749;374.289;86.217;26.623;156.228;0.162;104.651;351;1569;148.57;42.964;3.238;0.309;0.56;0;0.410545528;47.90961611;0.402129098
470;210902_#4_100_30_1um_i002.tif:1350-0394;1039.811;182.059;51.6;25.657;47.209;0.394;62.604;386;1361;56.31;33.982;2.011;0.497;0.73;0;0.542808766;36.38582807;0.627870362
471;210902_#4_100_30_1um_i002.tif:1326-0238;1962.72;410.469;65.047;38.418;36.225;0.146;106.053;217;1333;10.784;64.881;1.693;0.591;0.437;0;0.611779016;49.99012622;0.382607732
472;210902_#4_100_30_1um_i002.tif:1460-0266;1987.331;331.343;67.739;37.354;11.203;0.227;78.831;252;1465;24.146;48.149;1.813;0.551;0.672;0;0.610787634;50.3025687;0.47693834
473;210902_#4_100_30_1um_i002.tif:1575-0309;381.469;106.338;29.643;16.385;4.147;0.424;32.625;303;1572;171.254;19.844;1.809;0.553;0.747;0;0.608245211;22.03863462;0.651097563
474;210902_#4_100_30_1um_i002.tif:1706-0499;719.869;153.394;45.035;20.352;123.248;0.384;52.735;491;1699;138.814;29.694;2.213;0.452;0.638;0;0.563079549;30.27483572;0.620045122
